StudyHours, Attendance, PastScore, Internet, SleepHours, Passed
2,82,42,No,4,No
7,75,54,No,7,Yes
2,51,71,No,8,No
2,72,68,Yes,6,No
8,90,59,Yes,7,No
2,71,34,No,8,Yes
9,83,47,Yes,5,Yes
1,64,50,No,5,No
9,59,79,Yes,7,No
1,64,35,No,4,No
2,91,79,No,4,No
6,78,30,Yes,7,No
6,72,86,No,4,No
1,66,59,No,4,Yes
7,58,87,No,5,No
8,99,81,No,4,No
2,85,66,Yes,4,No
8,58,77,Yes,7,No
9,65,30,Yes,4,Yes
6,85,48,Yes,6,Yes
5,97,75,No,6,No
9,82,31,No,7,No
9,80,85,No,6,No
1,55,46,No,5,Yes
3,59,51,Yes,7,Yes
9,65,56,Yes,4,Yes
2,53,84,Yes,6,No
4,71,61,No,5,Yes
4,62,89,No,7,No
2,65,57,No,7,No
3,78,57,No,4,No
3,55,54,Yes,8,No
1,75,55,Yes,6,No
6,60,46,Yes,5,Yes
8,73,36,No,7,Yes
3,78,85,Yes,6,Yes
5,52,93,No,5,No
1,59,49,Yes,5,Yes
7,50,67,Yes,7,No
1,92,87,No,6,No
9,75,45,No,5,No
8,61,80,No,7,Yes
7,63,56,Yes,6,Yes
7,74,80,Yes,6,Yes
5,57,45,Yes,7,Yes
5,92,89,Yes,6,No
5,53,69,No,8,No
1,77,31,Yes,5,No
8,56,77,No,5,No
1,59,81,Yes,6,No
4,85,53,No,7,Yes
9,51,31,No,4,Yes
9,75,94,Yes,6,No
5,99,49,Yes,4,No
4,63,63,No,6,No
3,65,70,Yes,4,No
3,92,70,No,6,No
5,91,52,Yes,7,Yes
1,66,67,Yes,4,No
5,95,73,Yes,8,Yes
6,71,91,Yes,7,Yes
7,53,41,Yes,6,No
9,68,59,No,4,No
3,51,94,Yes,5,Yes
2,88,70,No,7,Yes
3,58,49,No,4,Yes
9,68,35,No,7,No
7,65,33,Yes,4,Yes
9,74,39,No,5,No
2,97,80,No,8,Yes
5,67,67,No,5,No
4,72,30,No,6,No
2,70,37,No,7,Yes
9,60,92,No,8,No
9,88,62,Yes,7,No
6,90,44,No,4,Yes
6,53,60,No,6,No
8,74,50,Yes,6,Yes
6,81,32,No,7,Yes
1,79,64,Yes,6,Yes
4,94,70,Yes,7,No
7,75,88,No,4,No
2,85,45,No,4,Yes
9,83,85,Yes,7,No
8,58,74,Yes,5,Yes
8,61,88,Yes,5,Yes
7,51,79,Yes,4,Yes
4,87,41,No,8,No
2,54,41,Yes,5,No
3,54,62,Yes,7,No
6,71,78,Yes,4,Yes
5,54,50,No,6,Yes
8,53,89,Yes,6,No
6,58,81,Yes,5,No
6,78,83,No,8,Yes
1,71,68,No,5,Yes
4,76,78,Yes,8,Yes
5,59,93,Yes,5,Yes
3,65,55,Yes,6,No
9,91,36,No,8,No
1,91,91,No,6,Yes
6,59,53,Yes,7,Yes
6,55,69,Yes,7,No
5,98,76,Yes,4,Yes
5,54,37,No,6,Yes
5,55,83,Yes,6,No
6,96,38,Yes,4,No
8,74,32,No,7,No
2,99,83,Yes,7,Yes
6,53,50,No,8,Yes
1,89,77,No,8,No
4,97,76,Yes,7,No
3,81,92,No,5,Yes
9,84,45,No,6,Yes
3,59,34,Yes,8,Yes
6,83,40,No,5,No
1,85,58,No,8,No
6,55,77,Yes,4,Yes
4,92,44,Yes,6,No
8,95,63,Yes,8,No
9,65,89,Yes,7,No
4,68,91,Yes,4,Yes
6,83,31,No,4,Yes
1,74,48,No,7,No
4,80,78,No,4,Yes
7,98,57,No,6,No
1,90,77,No,8,No
8,66,66,Yes,4,Yes
6,96,78,Yes,6,No
5,79,77,Yes,7,No
9,88,58,Yes,8,No
2,80,89,No,7,No
5,68,58,Yes,8,No
6,84,87,Yes,4,No
7,78,77,No,4,Yes
5,50,52,No,8,No
9,53,56,Yes,6,Yes
1,77,36,No,6,Yes
7,67,78,No,6,Yes
7,75,83,Yes,5,Yes
4,89,71,No,6,Yes
9,68,88,Yes,4,No
5,55,73,No,5,No
4,50,55,No,6,Yes
7,57,52,No,4,No
4,82,37,No,5,Yes
3,92,82,Yes,4,No
9,70,43,No,8,Yes
8,73,36,Yes,4,Yes
1,74,38,Yes,5,Yes
7,96,32,No,6,No
9,92,46,No,5,No
8,68,73,Yes,6,Yes
8,78,75,No,6,Yes
6,59,87,No,7,No
4,61,57,Yes,8,No
8,82,43,No,7,Yes
3,56,38,Yes,5,Yes
9,66,55,No,7,Yes
2,59,31,No,6,No
2,80,63,No,5,Yes
7,55,48,No,7,No
4,66,68,No,4,No
8,99,42,No,8,Yes
9,86,34,Yes,4,No
7,67,79,Yes,5,Yes
5,75,52,No,7,Yes
8,98,58,No,6,No
4,65,55,Yes,7,Yes
2,57,86,Yes,5,No
6,73,30,Yes,5,No
9,62,57,No,5,Yes
1,78,91,No,5,No
7,81,76,No,7,No
9,73,88,Yes,4,Yes
9,65,60,Yes,6,No
3,60,78,No,6,Yes
5,81,34,Yes,8,Yes
8,55,60,No,5,No
8,84,66,No,5,No
4,82,44,Yes,5,Yes
1,67,81,No,4,No
1,86,40,Yes,5,Yes
4,62,72,Yes,8,No
6,59,52,No,8,Yes
8,86,69,No,4,Yes
6,75,92,Yes,5,No
9,95,31,No,7,No
9,66,76,Yes,7,No
2,50,59,No,6,Yes
1,74,45,Yes,4,Yes
2,83,88,Yes,7,No
5,88,76,No,6,No
4,59,59,No,8,Yes
4,69,38,Yes,6,No
9,56,94,Yes,5,No
8,65,88,Yes,5,Yes
6,86,93,Yes,8,No
1,78,37,No,4,Yes
2,61,81,No,5,Yes
6,66,47,No,5,No
2,97,87,Yes,6,No
5,69,78,No,6,No
5,75,61,Yes,6,Yes
6,97,77,Yes,7,Yes
6,68,74,No,8,Yes
6,96,83,No,4,No
2,61,75,Yes,6,Yes
3,70,60,Yes,4,Yes
6,91,66,No,6,Yes
8,83,45,Yes,5,No
1,56,75,No,4,Yes
1,94,75,No,7,No
2,84,90,Yes,6,No
6,64,75,Yes,8,Yes
9,50,80,Yes,5,Yes
4,75,91,Yes,6,Yes
3,84,64,Yes,4,No
8,74,71,No,6,No
9,91,74,No,5,No
5,64,76,No,8,No
9,71,59,No,8,Yes
2,55,53,Yes,8,Yes
3,64,72,No,5,No
7,73,63,Yes,6,No
7,70,52,Yes,5,No
6,56,90,Yes,5,No
6,78,66,Yes,6,No
2,81,42,Yes,7,No
6,81,36,No,8,No
4,54,71,Yes,4,No
3,53,67,Yes,4,Yes
2,71,81,No,6,Yes
1,67,73,No,4,No
5,84,93,No,7,Yes
2,66,42,Yes,5,Yes
2,99,57,Yes,8,Yes
7,99,30,Yes,4,No
8,73,72,Yes,4,No
8,51,71,No,6,No
4,62,79,No,6,Yes
1,64,89,No,5,No
7,54,30,No,8,Yes
1,52,80,No,4,No
4,86,45,No,5,No
8,86,68,Yes,8,Yes
2,86,44,Yes,5,No
6,52,62,No,4,Yes
6,84,82,No,6,No
9,72,46,No,6,No
5,77,35,No,6,No
4,79,60,Yes,7,Yes
5,67,69,Yes,5,No
5,85,59,Yes,4,Yes
8,82,36,No,5,Yes
8,75,42,No,6,Yes
2,97,33,No,5,No
7,89,79,Yes,8,No
8,66,32,Yes,5,No
6,89,41,Yes,7,No
5,56,94,No,7,No
9,57,56,Yes,6,Yes
3,80,79,Yes,4,Yes
4,61,46,No,8,Yes
9,97,61,Yes,4,Yes
6,80,80,No,4,Yes
8,93,46,No,8,Yes
7,68,63,No,7,No
2,59,64,Yes,6,Yes
3,88,53,Yes,5,Yes
1,61,83,No,7,Yes
9,69,47,Yes,6,Yes
7,86,79,No,7,No
1,97,75,Yes,8,Yes
3,90,77,No,4,No
4,56,62,No,8,No
4,63,56,Yes,5,Yes
5,60,30,No,8,Yes
3,56,88,No,4,No
3,78,39,No,7,Yes
1,59,54,No,6,Yes
7,78,86,No,5,Yes
1,58,44,Yes,7,No
2,85,57,Yes,6,Yes
4,97,42,No,4,No
4,59,43,Yes,8,No
5,68,63,No,7,No
2,80,54,No,6,Yes
4,66,83,No,6,No
1,58,41,No,8,Yes
2,94,38,No,7,No
1,82,60,Yes,7,Yes
4,83,82,Yes,4,Yes
4,94,72,Yes,7,No
7,73,67,Yes,8,No
9,58,71,Yes,7,No
9,56,77,Yes,4,Yes
5,65,45,No,6,Yes
1,68,45,Yes,7,Yes
1,88,60,No,8,No
6,55,87,No,7,Yes
2,99,57,Yes,5,Yes
8,60,33,Yes,4,Yes
9,61,39,No,6,No
4,91,80,No,5,No
5,62,47,No,8,Yes
8,61,76,No,7,No
3,70,61,No,4,No
5,59,59,Yes,7,No
3,69,65,Yes,7,No
3,99,38,No,7,No
3,85,65,No,7,No
7,77,58,No,4,No
7,73,45,No,5,No
7,54,50,No,8,No
8,86,93,No,5,Yes
5,61,88,No,4,Yes
5,84,57,No,8,No
4,89,84,Yes,6,No
7,51,60,No,5,No
4,99,62,No,4,No
2,90,89,Yes,4,Yes
4,94,70,No,4,No
8,88,75,No,8,Yes
9,91,78,No,7,Yes
3,58,94,No,6,Yes
7,71,71,Yes,8,Yes
9,96,52,No,8,Yes
4,54,56,No,5,Yes
3,61,61,No,6,No
5,50,32,Yes,4,No
1,93,89,No,8,Yes
3,71,46,No,6,No
8,87,61,Yes,5,Yes
8,68,36,Yes,7,No
4,65,87,Yes,6,Yes
2,80,69,Yes,4,Yes
8,52,77,No,8,No
8,72,80,Yes,7,Yes
4,91,86,Yes,5,No
3,67,66,Yes,4,Yes
2,75,84,No,7,No
9,62,70,Yes,5,No
1,67,49,No,4,No
7,52,62,No,8,No
5,72,69,Yes,5,No
8,52,63,No,7,Yes
4,74,91,Yes,4,Yes
7,76,48,Yes,6,No
5,93,72,No,4,Yes
5,76,92,No,7,Yes
9,88,39,No,7,No
9,74,42,No,6,No
9,73,34,Yes,7,Yes
6,57,87,No,4,No
6,58,88,No,5,No
5,95,88,No,4,No
9,86,44,No,7,Yes
8,79,30,Yes,6,No
7,68,67,Yes,6,Yes
7,65,82,No,8,No
6,73,81,No,6,Yes
5,93,30,Yes,6,No
4,70,40,Yes,7,No
3,85,87,Yes,5,No
3,89,69,Yes,5,Yes
6,88,89,No,7,Yes
4,96,73,No,6,Yes
6,55,35,Yes,4,Yes
3,54,57,Yes,5,No
4,63,60,No,7,No
9,94,37,No,4,Yes
5,91,34,Yes,6,Yes
7,99,83,No,7,Yes
2,53,46,Yes,5,Yes
5,57,67,No,4,Yes
9,73,38,No,4,Yes
3,60,43,Yes,5,No
9,66,55,No,4,Yes
6,99,91,Yes,5,Yes
4,70,54,No,7,Yes
7,75,65,Yes,8,No
8,92,62,Yes,6,Yes
6,97,32,Yes,7,No
5,93,40,No,6,No
6,94,87,Yes,6,Yes
5,76,93,Yes,5,No
8,65,47,No,8,Yes
1,75,76,No,6,No
7,82,73,Yes,6,Yes
2,80,88,Yes,7,Yes
9,97,79,No,8,No
1,96,58,No,8,Yes
6,55,31,No,6,Yes
9,93,54,Yes,8,No
1,57,48,No,7,No
4,56,69,Yes,5,Yes
4,83,31,Yes,6,No
9,93,94,Yes,4,Yes
5,63,91,No,6,No
5,65,83,No,6,No
6,92,74,No,5,No
1,58,78,Yes,4,Yes
1,59,67,Yes,4,Yes
9,66,33,No,4,Yes
3,61,46,No,5,Yes
4,55,82,Yes,8,Yes
1,68,82,Yes,4,No
9,92,60,Yes,8,Yes
8,90,51,Yes,7,No
2,78,40,No,5,No
8,55,63,Yes,8,No
7,74,44,Yes,4,Yes
6,73,39,No,4,No
1,74,82,No,8,Yes
7,65,77,No,8,Yes
7,65,60,No,7,Yes
9,55,66,Yes,5,Yes
1,86,57,Yes,6,No
2,70,60,Yes,7,Yes
9,53,43,Yes,7,No
9,83,45,Yes,7,No
6,77,54,No,4,Yes
6,87,68,No,8,No
4,90,67,Yes,5,No
4,77,70,No,4,No
5,66,69,Yes,7,Yes
3,63,93,Yes,5,No
1,56,45,Yes,4,Yes
1,71,88,Yes,6,Yes
7,50,40,Yes,7,Yes
1,78,30,No,4,Yes
1,80,42,No,4,No
3,79,59,Yes,7,No
4,64,47,Yes,6,No
4,67,42,No,8,Yes
2,84,61,Yes,6,No
1,99,79,Yes,7,Yes
3,79,60,Yes,8,No
4,83,80,No,4,Yes
3,91,56,Yes,6,Yes
8,60,89,Yes,6,Yes
1,76,62,No,8,Yes
2,73,82,Yes,4,No
7,84,62,Yes,6,Yes
4,88,70,No,8,No
8,57,48,No,6,No
3,67,70,Yes,4,No
6,62,71,No,4,Yes
9,94,52,Yes,5,Yes
1,73,62,Yes,8,Yes
1,72,49,No,7,No
8,61,54,Yes,6,Yes
3,98,81,No,4,Yes
5,79,41,No,6,No
1,80,61,No,6,Yes
5,77,62,Yes,7,No
6,71,44,No,4,No
8,93,80,Yes,5,No
3,77,35,No,8,Yes
3,62,64,No,6,Yes
9,74,63,Yes,7,No
4,93,92,Yes,7,No
4,95,47,No,8,Yes
7,56,55,Yes,8,Yes
2,94,90,Yes,4,No
8,55,77,No,6,No
6,73,60,No,6,No
3,68,63,Yes,8,Yes
9,68,36,No,5,No
5,85,36,No,6,Yes
8,58,76,No,7,No
7,97,37,Yes,8,Yes
8,85,30,Yes,6,No
7,87,32,Yes,4,Yes
3,89,82,No,8,Yes
2,78,67,Yes,7,Yes
7,73,80,No,4,Yes
3,97,44,No,8,Yes
3,54,93,No,8,Yes
2,91,34,No,6,No
4,94,39,Yes,4,No
8,75,37,No,8,No
1,63,41,No,7,Yes
1,88,93,Yes,4,Yes
5,78,88,No,6,No
5,55,79,Yes,5,Yes
1,56,52,Yes,8,Yes
6,86,69,Yes,5,No
1,67,47,No,8,No
5,72,50,Yes,6,No
9,93,30,No,6,No
5,87,67,Yes,6,No
6,50,70,Yes,6,No
8,53,71,Yes,4,No
1,93,38,Yes,4,Yes
2,96,52,No,8,Yes
9,84,40,No,4,Yes
3,72,60,Yes,8,Yes
6,76,55,Yes,4,No
5,75,59,Yes,4,Yes
2,57,63,No,4,Yes
7,92,75,Yes,7,Yes
4,65,34,Yes,6,Yes
1,90,90,No,7,No
4,52,67,Yes,4,Yes
6,81,57,Yes,4,No
7,54,55,Yes,7,No
7,69,90,Yes,8,Yes
7,63,52,No,6,No
3,81,75,No,8,Yes
6,75,59,No,6,No
8,96,62,Yes,5,No
4,55,32,Yes,6,No
8,85,71,No,8,Yes
2,89,91,Yes,6,Yes
9,54,87,Yes,5,Yes
9,62,86,No,5,Yes
8,81,30,No,4,No
1,65,89,Yes,5,Yes
2,50,88,No,7,No
6,62,75,Yes,8,No
5,60,63,No,7,No
9,57,54,No,7,No
5,74,71,Yes,8,No
2,89,58,Yes,7,No
4,81,54,No,7,No
9,73,83,Yes,7,No
1,77,44,Yes,5,No
1,63,33,Yes,8,No
7,94,67,No,8,No
3,52,49,Yes,8,Yes
2,85,52,Yes,7,No
9,76,66,No,5,Yes
3,69,91,No,8,Yes
2,96,37,No,6,No
8,64,66,No,8,No
6,76,74,Yes,4,No
6,94,62,Yes,6,No
7,90,36,No,8,Yes
7,77,51,No,7,Yes
6,74,34,Yes,8,No
4,91,44,Yes,5,Yes
9,93,50,No,5,No
6,95,46,Yes,8,No
4,82,85,Yes,7,No
3,95,79,No,7,Yes
4,63,36,No,7,Yes
3,57,79,No,8,Yes
2,97,89,No,8,No
5,63,36,Yes,4,Yes
2,50,69,No,5,No
6,65,74,Yes,6,No
3,67,88,Yes,6,Yes
6,56,84,Yes,5,No
9,64,93,No,4,No
1,73,94,Yes,5,No
6,98,83,No,4,No
9,62,69,No,4,Yes
4,58,82,No,7,No
2,64,73,Yes,5,No
4,84,92,No,6,No
1,73,31,No,8,Yes
3,82,50,Yes,8,No
9,65,79,No,5,No
5,57,81,Yes,8,Yes
6,78,38,Yes,4,No
3,72,49,No,8,Yes
5,94,47,No,4,No
8,80,59,No,4,Yes
6,89,94,No,6,No
4,98,53,Yes,8,Yes
2,63,76,No,6,Yes
9,79,73,No,8,No
1,88,58,Yes,4,No
1,76,46,No,8,Yes
4,96,34,No,6,No
7,65,79,No,7,No
1,55,69,No,6,Yes
9,82,75,No,7,Yes
4,93,80,Yes,5,No
3,67,40,No,6,No
1,65,41,Yes,8,No
4,61,42,Yes,7,No
9,69,93,Yes,8,Yes
6,94,37,Yes,7,Yes
6,89,94,No,6,Yes
1,78,38,No,6,Yes
2,79,31,Yes,8,No
6,75,42,No,6,Yes
2,71,31,No,8,Yes
3,82,77,Yes,4,No
4,88,32,No,7,No
5,96,35,Yes,8,Yes
9,78,34,Yes,7,No
4,71,32,No,4,Yes
9,94,39,No,7,No
3,62,72,No,8,No
8,58,48,Yes,6,Yes
1,73,43,Yes,7,No
9,64,50,No,7,Yes
9,85,72,Yes,4,Yes
2,62,57,No,5,Yes
4,76,50,No,6,No
8,93,65,No,8,Yes
7,86,53,No,4,Yes
1,56,83,Yes,8,Yes
5,57,67,No,8,Yes
7,86,46,Yes,7,Yes
4,90,51,Yes,4,Yes
1,63,74,Yes,4,No
9,61,90,Yes,6,Yes
5,85,40,Yes,5,No
2,89,90,Yes,8,No
8,66,67,No,6,Yes
2,89,62,Yes,6,No
3,78,72,No,8,No
1,76,60,Yes,7,Yes
2,50,64,No,7,No
7,83,66,No,8,Yes
2,53,76,Yes,4,No
6,73,52,No,5,Yes
3,70,65,No,7,No
4,82,69,Yes,5,Yes
8,56,44,Yes,6,Yes
3,50,66,Yes,6,No
6,90,33,Yes,8,Yes
1,52,51,Yes,8,Yes
7,93,51,Yes,8,No
8,64,46,Yes,7,Yes
8,80,67,Yes,5,Yes
3,65,53,No,6,No
1,59,35,Yes,5,No
9,78,35,No,7,No
6,55,55,Yes,5,No
9,78,70,Yes,5,No
7,66,67,Yes,8,No
1,71,72,Yes,5,Yes
1,73,82,No,5,No
6,66,44,No,5,No
5,70,85,Yes,4,No
9,99,85,No,6,Yes
2,60,60,Yes,6,Yes
8,56,86,No,5,Yes
5,91,80,Yes,8,No
2,88,53,No,8,Yes
6,54,87,No,8,Yes
8,93,33,No,6,Yes
4,97,39,Yes,7,Yes
2,70,92,No,5,No
5,67,44,Yes,6,No
2,84,92,No,8,No
2,69,48,Yes,6,No
6,64,92,Yes,6,No
9,54,85,Yes,6,No
4,62,50,No,8,Yes
6,61,63,No,7,No
7,70,46,Yes,4,No
6,86,47,Yes,5,No
8,55,80,Yes,5,No
4,56,94,No,6,No
1,75,72,No,7,Yes
7,91,86,No,8,Yes
3,97,39,No,4,Yes
6,57,66,No,4,Yes
2,58,77,Yes,6,Yes
9,76,85,Yes,6,No
1,53,65,Yes,8,Yes
6,70,60,Yes,8,Yes
6,80,84,No,8,No
5,70,67,No,6,Yes
5,89,44,Yes,7,Yes
1,74,45,No,6,No
5,88,82,Yes,6,No
2,64,85,No,4,No
7,84,36,No,8,Yes
3,98,86,Yes,5,Yes
4,92,84,Yes,8,Yes
3,90,81,Yes,7,No
3,86,33,No,7,Yes
4,91,72,No,8,Yes
5,96,69,No,8,Yes
1,77,59,Yes,6,Yes
4,63,39,Yes,5,No
8,53,36,Yes,6,No
7,69,65,No,4,No
9,83,64,No,4,No
5,61,68,Yes,7,Yes
4,82,65,Yes,7,No
8,73,49,Yes,5,Yes
9,69,78,No,7,No
7,54,88,No,4,No
7,87,78,Yes,5,Yes
5,79,55,Yes,4,Yes
4,73,65,Yes,8,No
1,92,72,No,8,Yes
7,89,72,No,5,No
1,56,62,No,6,Yes
1,85,74,Yes,7,No
5,87,74,Yes,5,No
9,65,44,Yes,7,No
6,64,46,Yes,4,No
3,95,41,Yes,6,Yes
3,72,51,Yes,7,Yes
7,61,52,Yes,8,No
6,78,41,Yes,8,No
9,93,80,Yes,4,No
6,97,42,Yes,5,Yes
5,64,86,Yes,7,No
7,78,84,No,4,Yes
1,94,57,Yes,8,Yes
7,92,73,Yes,8,No
3,98,48,No,8,Yes
9,70,75,Yes,6,No
6,64,32,No,6,No
9,63,49,No,8,Yes
5,91,54,Yes,5,Yes
7,93,85,Yes,6,No
4,65,90,No,7,Yes
7,64,84,Yes,6,Yes
1,91,64,Yes,7,Yes
7,53,88,Yes,6,No
8,76,68,No,8,No
5,72,86,No,7,Yes
2,78,63,Yes,5,No
5,90,70,Yes,6,No
6,58,51,No,6,Yes
2,92,56,No,8,Yes
6,92,50,Yes,7,Yes
6,56,70,Yes,8,No
1,91,60,Yes,7,No
1,53,56,No,6,Yes
3,54,66,No,6,No
3,54,83,Yes,6,No
4,60,38,No,6,No
2,90,71,Yes,4,Yes
9,77,65,Yes,6,No
7,65,39,Yes,6,No
7,90,88,Yes,7,Yes
6,79,69,Yes,6,No
3,53,83,No,6,No
6,51,68,No,7,Yes
8,95,36,Yes,6,No
8,52,33,No,6,Yes
9,99,44,Yes,8,No
1,70,77,No,4,No
1,55,35,No,7,Yes
3,92,64,No,8,Yes
3,67,87,No,5,Yes
8,93,48,Yes,5,No
1,54,91,No,4,No
2,58,39,No,5,Yes
2,69,54,No,4,Yes
3,77,73,No,5,Yes
6,75,87,No,5,No
1,67,54,No,8,No
2,68,69,No,5,Yes
1,52,39,No,4,No
5,58,54,Yes,6,No
7,85,40,Yes,6,No
8,80,65,Yes,6,Yes
1,98,78,No,4,No
7,66,77,Yes,4,Yes
5,72,36,Yes,6,Yes
1,83,80,Yes,5,Yes
3,90,46,No,6,Yes
7,90,61,Yes,7,Yes
1,54,55,Yes,4,Yes
7,64,51,Yes,7,No
5,96,42,Yes,7,Yes
1,52,41,Yes,4,No
1,68,30,Yes,6,No
1,77,62,Yes,8,No
9,52,43,No,7,No
3,87,93,Yes,6,Yes
5,53,72,Yes,8,No
9,73,87,No,7,Yes
6,80,70,No,6,Yes
9,94,68,No,7,No
8,94,30,No,6,Yes
8,60,70,No,5,No
1,86,74,Yes,5,Yes
9,50,42,Yes,4,Yes
6,58,38,Yes,8,Yes
9,66,92,No,7,No
3,50,52,Yes,7,No
3,52,83,Yes,6,Yes
6,96,76,No,8,Yes
9,75,68,No,7,No
7,80,55,Yes,8,Yes
3,75,30,No,8,No
3,72,43,Yes,5,No
2,79,94,No,7,No
9,59,78,Yes,7,No
3,57,79,Yes,4,Yes
5,93,87,Yes,8,No
9,74,82,No,6,No
8,71,86,No,5,No
2,64,47,No,4,No
3,90,45,No,5,Yes
2,59,31,Yes,6,No
8,69,42,Yes,4,Yes
6,90,74,Yes,5,No
6,96,72,Yes,6,No
9,72,83,No,4,Yes
8,50,60,No,6,No
4,51,38,No,4,Yes
4,68,77,No,7,No
9,63,47,Yes,7,Yes
1,57,40,No,5,Yes
2,87,91,No,8,Yes
2,61,48,No,8,Yes
6,75,53,Yes,6,Yes
4,76,42,Yes,4,No
3,78,75,Yes,7,Yes
3,64,82,No,8,Yes
3,95,58,Yes,7,No
6,50,65,Yes,6,Yes
8,92,46,Yes,6,No
7,77,77,Yes,4,No
4,52,53,Yes,8,Yes
4,67,83,Yes,6,Yes
2,83,30,No,6,Yes
1,81,35,No,7,Yes
9,78,84,Yes,5,Yes
2,74,67,No,8,Yes
8,75,62,Yes,4,No
9,88,37,No,4,No
4,57,49,Yes,7,No
8,68,84,No,4,No
9,96,77,Yes,6,Yes
5,91,85,Yes,8,Yes
7,71,39,No,4,No
4,78,81,Yes,8,Yes
1,82,79,No,4,Yes
3,87,63,Yes,5,No
5,94,65,Yes,5,No
3,95,90,Yes,8,No
7,84,45,Yes,5,No
9,92,47,No,5,Yes
6,52,76,No,6,No
1,68,61,No,4,Yes
7,59,72,No,5,No
3,76,69,No,8,No
5,64,94,Yes,6,No
4,60,64,Yes,5,Yes
5,96,79,No,8,Yes
5,75,41,Yes,4,Yes
6,73,87,No,5,Yes
6,62,92,Yes,8,No
8,81,78,No,8,No
8,86,65,Yes,7,No
9,53,83,Yes,8,No
8,62,76,No,7,Yes
2,58,61,Yes,4,No
1,98,82,No,4,No
2,83,61,Yes,6,No
2,86,91,No,7,Yes
3,97,66,Yes,8,Yes
7,56,67,No,6,Yes
2,50,59,Yes,6,No
1,61,87,Yes,4,Yes
6,70,61,No,8,Yes
9,60,80,No,7,No
3,93,40,No,4,Yes
6,93,88,No,6,No
3,93,49,Yes,5,No
1,63,66,Yes,6,Yes
5,83,78,Yes,5,No
4,83,48,Yes,4,No
7,74,84,Yes,7,No
6,53,69,No,8,No
7,75,36,No,5,Yes
5,65,34,No,8,No
4,59,71,No,4,Yes
7,94,77,No,4,No
7,51,36,Yes,4,No
6,84,40,Yes,7,No
8,68,78,No,5,No
4,55,59,No,8,No
5,68,70,No,6,No
4,57,32,Yes,4,No
1,63,69,No,8,Yes
8,59,80,No,8,Yes
1,52,61,No,7,Yes
5,87,77,Yes,5,No
6,78,49,No,7,Yes
6,64,64,Yes,7,No
5,72,53,No,8,Yes
3,72,69,No,5,Yes
5,67,81,Yes,5,No
8,95,68,Yes,5,No
2,68,90,No,4,No
6,77,94,No,5,No
9,75,91,Yes,8,No
8,59,31,Yes,4,Yes
8,96,35,No,6,No
8,53,72,Yes,7,No
7,51,69,Yes,5,No
8,52,68,No,6,Yes
6,56,57,No,5,No
2,65,92,No,7,Yes
2,80,93,Yes,8,Yes
8,59,41,No,8,Yes
1,68,70,No,7,Yes
6,77,58,Yes,6,No
6,66,52,No,4,No
4,77,80,Yes,4,No
3,68,74,Yes,5,No
3,86,51,No,7,Yes
1,72,39,No,7,Yes
3,69,36,Yes,4,No
4,62,44,No,6,No
5,62,75,Yes,7,No
3,92,90,Yes,8,Yes
6,60,90,No,8,Yes
5,97,80,No,7,Yes
3,64,67,Yes,6,No
6,66,41,Yes,8,Yes
6,99,83,No,6,Yes
8,77,68,Yes,4,Yes
2,68,68,Yes,5,No
1,53,59,Yes,4,Yes
4,71,77,No,5,No
7,71,60,Yes,8,No
3,86,54,Yes,5,No
3,88,80,No,5,Yes
5,83,42,Yes,7,No
5,82,92,Yes,5,Yes
3,93,71,No,7,Yes
9,91,83,No,5,No
4,89,85,No,7,No
3,82,48,No,8,No
2,61,75,No,8,Yes
9,51,44,Yes,5,No
4,77,61,Yes,6,Yes
3,59,78,No,8,No
7,71,50,Yes,4,Yes
8,66,94,No,4,No
2,75,56,Yes,7,No
7,52,52,Yes,6,Yes
5,56,76,Yes,7,No
5,93,41,No,5,No
3,57,34,No,8,No
5,69,38,No,6,No
2,61,49,Yes,7,Yes
4,84,92,No,7,Yes
6,66,59,Yes,4,Yes
1,77,45,Yes,5,Yes
4,90,34,No,7,Yes
6,59,58,Yes,4,No
9,71,76,Yes,6,Yes
2,87,51,Yes,7,No
7,82,86,No,4,Yes
6,71,64,No,5,No
2,93,89,No,8,Yes
8,86,89,Yes,6,No
7,62,87,Yes,7,Yes
5,76,32,No,4,No
5,64,63,Yes,7,No
7,71,74,No,8,No
9,79,79,No,7,No
9,92,31,No,7,No
9,89,44,No,4,Yes
6,86,66,Yes,8,No
6,83,44,Yes,6,No
3,93,89,Yes,4,No
1,83,93,No,8,Yes
7,97,81,Yes,8,No
4,84,52,No,7,No
1,91,66,No,5,Yes
8,68,70,No,5,Yes
6,57,86,Yes,6,No
6,88,54,No,7,No
2,82,66,Yes,5,Yes
1,93,69,Yes,4,No
2,77,75,Yes,6,No
4,86,89,Yes,7,No
2,97,48,Yes,4,Yes
1,74,38,Yes,5,No
7,85,34,Yes,5,No
8,66,55,Yes,5,Yes
6,73,48,No,5,Yes
4,70,59,No,8,Yes
6,51,77,Yes,6,No
3,80,45,Yes,6,No
8,93,47,Yes,5,Yes
2,82,85,Yes,6,No
5,79,50,Yes,4,Yes
1,61,60,No,4,No
6,93,30,Yes,6,No
2,61,32,Yes,5,No
4,98,54,Yes,7,No
6,73,37,No,5,No
8,73,94,No,8,No
8,60,91,Yes,7,Yes
6,62,36,No,8,No
4,76,36,No,6,Yes
8,57,37,No,8,No
8,59,48,No,6,Yes
1,57,46,No,8,Yes
